PANONCEAU;NOM MAGASIN;CENTRALE;LUNDI_HO;LUNDI_HF_MIDI;LUNDI_HO_MIDI;LUNDI_HF;MARDI_HO;MARDI_HF_MIDI;MARDI_HO_MIDI;MARDI_HF;MERCREDI_HO;MERCREDI_HF_MIDI;MERCREDI_HO_MIDI;MERCREDI_HF;JEUDI_HO;JEUDI_HF_MIDI;JEUDI_HO_MIDI;JEUDI_HF;VENDREDI_HO;VENDREDI_HF_MIDI;VENDREDI_HO_MIDI;VENDREDI_HF;SAMEDI_HO;SAMEDI_HF_MIDI;SAMEDI_HO_MIDI;SAMEDI_HF;DIMANCHE_HO;DIMANCHE_HF_MIDI;DIMANCHE_HO_MIDI;DIMANCHE_HF;GPS_LATITUDE;GPS_LONGITUDE;ADRESSE;CP;VILLE;TEL;FAX;JOURS_FERIES_NATION;URL_MAGASIN;INSEE;CONCEPT_ANIMALERIE;CONCEPT_AUTO;CONCEPT_BIJOUX;CONCEPT_BORNE;CONCEPT_BRICO;CONCEPT_DRIVE;CONCEPT_ESPACE_CULTUREL;CONCEPT_EXPRESS;CONCEPT_JARDIN;CONCEPT_JOUET;CONCEPT_LOCATION;CONCEPT_OPTIQUE;CONCEPT_PARAPHARMACIE;CONCEPT_SPORT;CONCEPT_STATION;CONCEPT_UHPS;CONCEPT_VOYAGES
2088;BORGO;LECASUD;08:30;12:30;15:00;19:30;08:30;12:30;15:00;19:30;08:30;12:30;15:00;19:30;08:30;12:30;15:00;19:30;08:30;12:30;15:00;19:30;08:30;12:30;15:00;19:30;;;;;42.599697;9.493555;Route de la Lagune;20290;BORGO;04.95.33.45.35;04.95.33.07.19;15-08,01-11,11-11,25-12;www.e-leclerc.com/borgo;2B042;N;N;Y;N;N;N;N;Y;N;N;N;N;N;N;Y;N;Y
2093;BASTIA;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;42.70626;9.443;Quartier de l'Annonciade - Vallée du Fango;20200;BASTIA;04.95.34.05.30;04.95.31.76.23;15-08,01-11,11-11,25-12;www.e-leclerc.com/bastia;2B033;N;N;Y;N;N;Y;N;N;N;N;N;N;N;N;Y;N;Y
2094;Leclerc Alistro;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;42.26254;9.548018;ALISTRO;20230;SAN GIULIANO;04.95.38.80.24;04.95.38.89.40;01-11,11-11,25-12;www.e-leclerc.com/alistro;2B303;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
1233;SAINT MEDARD EN JALLES;SCASO;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;08:30;;;21:00;;;;;44.884426;-0.69184;AVENUE DESCARTES;33167;ST MEDARD EN JALLES CEDEX;05.56.70.80.80;05.56.70.80.90;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-medard-en-jalles;33449;N;Y;Y;Y;Y;Y;Y;N;N;N;Y;N;Y;N;Y;N;Y
1244;ATOUT SUD;SCAOUEST;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:30;;;;;47.19355;-1.573181;1 RUE ORDRONNEAU ROUTE DE PORNIC CP 2417;44406;REZE CEDEX;02.51.70.70.70;02.51.70.70.71;15-08,01-11,25-12;www.e-leclerc.com/atout-sud;44143;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;N;Y
1095;SAINT PRIX;SCAPNOR;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;09:00;12:30;;;49.003048;2.261891;41 RUE DU GENERAL LECLERC;95390;SAINT PRIX;01.34.27.48.48;01.39.59.70.43;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-prix;95574;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;Y;Y
1983;BRIGNOLES;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;13:00;;;43.40734;6.049578;RN 7 QUARTIER SAINT JEAN;83170;BRIGNOLES;04.94.72.63.63;04.94.72.63.62;01-11,11-11,25-12;www.e-leclerc.com/brignoles;83023;N;Y;Y;N;N;Y;N;N;N;N;N;N;N;N;Y;N;Y
1064;MAZERES;SCALANDES;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:30;;;43.27963;-0.360854;AVENUE DU GENERAL DE GAULLE ROUTE DE NAY;64110;MAZERES LEZONS;05.59.06.99.80;05.59.06.99.99;;www.e-leclerc.com/mazeres;64373;N;N;Y;N;N;Y;N;N;N;N;N;N;Y;N;Y;N;Y
1086;MONTMORILLON;SCACHAP;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;09:00;12:00;;;46.417534;0.852136;2, avenue de Provence;86500;MONTMORILLON;05.49.84.08.40;05.49.91.35.96;;www.e-leclerc.com/montmorillon;86165;N;N;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
1093;PANTIN;SCADIF;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;09:00;;;20:30;;;;;48.891262;2.402911;51 AVENUE JEAN LOLIVE BP 64 ZAC ILOT;93503;PANTIN CEDEX;01.48.10.54.54;01.48.91.88.04;15-08,25-12;www.e-leclerc.com/pantin;93055;N;N;N;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
0888;RAON L'ETAPE;SCAPALSACE;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;;;;;48.407627;6.858943;40BIS AVENUE DU XXI BCP;88110;RAON L'ETAPE;03.29.42.90.00;03.29.51.04.23;15-08,01-11,11-11,25-12;www.e-leclerc.com/raon;88372;N;N;Y;N;Y;Y;N;N;Y;N;Y;N;N;N;Y;N;Y
0788;REMIREMONT;SCAPALSACE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;48.016804;6.615742;ZA LA CHAUME BP 235;88200;ST ETIENNE LES REMIREMONT;03.29.23.14.14;03.29.62.06.09;01-11,11-11,25-12;www.e-leclerc.com/remiremont;88383;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
1059;SAINT AMAND;SCAPARTOIS;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;21:00;08:30;;;20:30;;;;;50.4387;3.439656;Zone d activite du Mont des Bruyeres  Rocade nord;59733;SAINT AMAND LES EAUX;03.27.21.67.30;03.27.48.97.58;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-amand;59526;N;Y;Y;Y;Y;Y;Y;N;N;N;Y;Y;Y;N;Y;Y;Y
1733;BRUGES;SCASO;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;44.874382;-0.618493;427 ROUTE DU MEDOC;33520;BRUGES;05.56.16.10.00;05.56.16.05.59;15-08,01-11,25-12;www.e-leclerc.com/bruges;33075;N;N;Y;N;N;Y;N;Y;N;N;Y;N;N;N;Y;N;Y
1735;PLEUMELEUC;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;48.177933;-1.919572;rue de l'Epinette;35137;PLEUMELEUC;02.99.06.15.15;02.99.06.10.30;15-08,01-11,11-11,25-12;www.e-leclerc.com/pleumeleuc;35227;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0906;AUREDIS;LECASUD;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;09:00;13:00;;;43.67394;7.12316;344 CHEMIN DES MOULIERES;06480;LA COLLE SUR LOUP;04.92.02.50.50;04.92.02.50.65;25-12;www.e-leclerc.com/auredis;06044;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1231;SAINT-ORENS;SOCAMIL;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;;;;;43.565434;1.51915;ROUTE DE REVEL ROCADE EST SORTIE 18;31650;SAINT ORENS DE GAMEVILLE;05.61.17.17.17;05.61.17.17.99;15-08,25-12;www.e-leclerc.com/saint-orens;31506;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
1079;NIORT MENDES FRANCE;SCACHAP;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;46.33854;-0.414549;AVENUE DE PARIS;79025;NIORT CEDEX;05.49.17.80.00;05.49.33.31.91;15-08,01-11,11-11,25-12;www.e-leclerc.com/niortmendesfrance;79191;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;Y;Y
1268;KINGERSHEIM;SCAPALSACE;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;08:00;;;20:00;;;;;47.790707;7.341249;4B, rue d'Illzach;68260;KINGERSHEIM;03.89.53.78.23;03.89.50.51.01;15-08,01-11,11-11,25-12;www.e-leclerc.com/kingersheim;68166;N;N;Y;N;N;N;N;N;N;N;Y;N;N;N;Y;N;Y
0927;INCARVILLE;SCANORMANDE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;49.235863;1.18037;RUE DES PRES;27400;INCARVILLE;02.32.25.19.90;;15-08,01-11,25-12;www.e-leclerc.com/incarville;27351;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
0934;SAINT AUNES;SOCAMIL;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;;;20:45;09:00;12:30;;;43.650623;3.977762;Ecoparc departemental RN 113;34130;SAINT AUNES;04.67.87.44.00;04.67.87.58.00;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-aunes;34240;N;Y;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
0935;FOUGERES;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;48.3517;-1.225619;ROUTE DE RENNES;35133;LECOUSSE;02.99.94.80.00;02.99.99.39.73;15-08,01-11,25-12;www.e-leclerc.com/fougeres;35115;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
3044;PONTCHATEAU;SCAOUEST;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;20:00;09:00;;;19:30;;;;;47.431904;-2.080214;LA CADIVAIS  -  ROUTE DE NANTES;44160;PONT-CHATEAU;02.40.45.09.45;02.40.45.09.44;25-12;www.e-leclerc.com/pontchateau;44129;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
3129;LANDIVISIAU;SCARMOR;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;20:00;08:45;;;19:30;;;;;48.504536;-4.074318;BOULEVARD DE LA REPUBLIQUE BP 44;29403;LANDIVISIAU CEDEX;02.98.68.16.49;02.98.68.42.22;15-08,01-11,25-12;www.e-leclerc.com/landivisiau;29105;N;N;Y;Y;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0814;TOUQUES;SCANORMANDE;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;49.34465;0.098783;ROUTE DE PARIS TOUQUES;14800;DEAUVILLE;02.31.14.40.50;02.31.14.40.51;15-08,01-11,11-11,25-12;www.e-leclerc.com/touques;14699;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1076;ETALONDES;SCAPARTOIS;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;08:45;;;19:30;;;;;50.03258;1.399233;ROUTE DEPARTEMENTALE 925;76260;ETALONDES;02.35.50.06.82;02.35.86.06.66;15-08,01-11,11-11,25-12;www.e-leclerc.com/etalondes;76252;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
1713;VITROLLES;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;12:30;43.424393;5.270505;RUE DE BEL AIR;13127;VITROLLES;04.42.15.20.60;04.42.89.78.56;25-12;www.e-leclerc.com/vitrolles;13117;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1722;LOUDEAC;SCARMOR;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:00;08:30;;;19:15;;;;;48.188248;-2.758256;BOULEVARD DE PENTHIEVRE;22600;LOUDEAC;02.96.66.86.20;02.96.28.60.58;15-08,01-11,11-11,25-12;www.e-leclerc.com/loudeac;22136;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
3029;GUILERS;SCARMOR;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;19:15;09:00;;;20:00;09:00;;;19:30;;;;;48.42745;-4.593043;ROUTE DE SAINT RENAN KEREBARS;29820;GUILERS;02.98.07.64.86;02.98.07.62.88;15-08,01-11,11-11,25-12;www.e-leclerc.com/guilers;29069;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;Y;Y;N;Y
2217;SAINT-MARTIN-DE-RÉ;SCACHAP;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;13:00;;;46.195427;-1.350664;Route de la flotte;17410;SAINT MARTIN DE RE;05.46.09.42.80;05.46.09.41.60;25-12;www.e-leclerc.com/st-martin-de-re;17369;N;N;Y;N;N;N;N;N;N;N;Y;Y;N;N;Y;N;Y
2213;CABRIES;LECASUD;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;13:00;;;43.420235;5.366822;QUARTIER PLAN DE CAMPAGNE;13480;CABRIES;04.42.02.91.91;04.42.02.55.01;25-12;www.e-leclerc.com/cabries;13019;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
0926;VALENCE;SOCARA ;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;44.909634;4.883824;404 AVENUE VICTOR HUGO BP 720;26000;VALENCE;04.75.41.33.00;04.75.41.80.08;15-08,25-12;www.e-leclerc.com/valence;26362;N;N;N;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1492;GENNEVILLIERS;SCAPNOR;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;;;21:00;09:00;12:30;;;48.93317;2.306383;avenue du general de gaulle;92230;GENNEVILLIERS;01.41.47.91.11;01.47.99.22.67;25-12;www.e-leclerc.com/gennevilliers;92036;N;N;Y;N;N;Y;N;N;N;N;N;Y;N;N;Y;N;Y
1254;VANDOEUVRE;SCAPEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;48.654423;6.177323;2 RUE BERNARD PALISSY;54500;VANDOEUVRE LES NANCY;03.83.50.80.00;03.83.50.80.06;15-08,25-12;www.e-leclerc.com/vandoeuvre;54547;N;Y;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
1259;LILLE;SCAPARTOIS;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;50.63429;3.098034;94 RUE DE LANNOY;59800;LILLE FIVES;03.20.61.76.17;03.20.61.76.18;15-08,25-12;www.e-leclerc.com/lille;59350;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;Y
1260;TRIE CHATEAU;SCAPNOR;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;49.288654;1.81018;RN 181;60590;TRIE CHATEAU;03.44.49.75.75;03.44.49.56.28;15-08,01-11,11-11,25-12;www.e-leclerc.com/trie-chateau;60644;N;N;Y;N;N;Y;N;N;N;Y;Y;Y;N;N;Y;Y;Y
1262;VERMELLES;SCAPARTOIS;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;12:30;;;50.487274;2.74593;PLACE DE LA REPUBLIQUE;62980;VERMELLES;03.21.26.28.66;03.21.27.34.29;25-12;www.e-leclerc.com/vermelles;62846;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1460;PLESSIS BELLEVILLE;SCAPEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;49.096786;2.749972;C.C LES PORTES DU VALOIS - 45 route de Paris;60330;PLESSIS BELLEVILLE;03.44.60.71.44;03.44.60.71.49;01-11,11-11,25-12;www.e-leclerc.com/plessis-belleville;60500;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;N;Y;Y
1485;La Roche Sud;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;46.67051;-1.426441;ROUTE DE LA TRANCHE;85000;LA ROCHE SUR YON;02.51.47.81.00;02.51.37.01.80;15-08,01-11,11-11,25-12;www.e-leclerc.com/la-roche-sud;85032;N;N;Y;Y;N;N;Y;N;N;N;N;N;Y;N;Y;Y;Y
2944;CLISSON;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;47.09589;-1.281605;ROUTES DE NANTES;44190;CLISSON;02.40.36.17.90;02.40.03.97.28;15-08,01-11,11-11,25-12;www.e-leclerc.com/clisson;44043;N;N;Y;Y;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1449;BRISSAC;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;47.34174;-0.432104;PARC D'ACTIVITES DES FONTENELLES;49320;BRISSAC QUINCE;02.41.54.50.50;02.41.54.50.51;15-08,01-11,25-12;www.e-leclerc.com/brissac;49050;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
1047;MARMANDE;SCALANDES;08:45;;;20:15;08:45;;;20:15;08:45;;;20:15;08:45;;;20:15;08:45;;;20:15;08:45;;;20:15;;;;;44.51429;0.134025;ROUTE DE BORDEAUX;47200;MARMANDE;05.53.20.55.00;05.53.20.55.05;15-08,01-11,11-11,25-12;www.e-leclerc.com/marmande;47157;N;Y;Y;N;N;Y;Y;Y;N;N;Y;Y;Y;Y;Y;N;Y
1049;ANGERS;SCAOUEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;47.48225;-0.574636;BOULEVARD ALBERT CAMUS;49100;ANGERS;02.41.73.28.88;02.41.36.03.30;;www.e-leclerc.com/angers;49007;N;N;Y;N;N;Y;Y;N;N;N;N;Y;N;N;Y;N;Y
1051;VITRY-LE-FRANÇOIS;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;48.73072;4.59979;ROUTE DE VITRY EN PERTHOIS;51300;VITRY LE FRANCOIS;03.26.74.27.27;03.26.74.36.74;15-08,01-11,11-11,25-12;www.e-leclerc.com/vitry-le-francois;51649;Y;N;Y;Y;N;Y;N;N;Y;N;Y;Y;Y;N;Y;N;Y
1454;FROUARD;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;48.74457;6.14814;"2, rue du Bois Espace commercial "" Grand air """;54390;FROUARD;03.83.49.45.45;03.83.24.11.11;25-12;www.e-leclerc.com/frouard;54215;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1459;BELLAING;SCAPARTOIS;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:30;;;;;50.365723;3.433249;CD 13 LIEU DIT LE BERGER;59135;BELLAING;03.27.21.96.96;03.27.24.09.85;01-11,11-11,25-12;www.e-leclerc.com/bellaing;59064;N;N;Y;Y;N;Y;Y;Y;N;N;Y;Y;N;N;Y;Y;Y
2176;FECAMP-ST LEONARD;SCANORMANDE;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:30;08:30;;;20:00;;;;;49.725;0.366;Route du Havre;76400;SAINT LEONARD;02.35.10.98.50;02.35.10.99.38;01-11,11-11,25-12;www.e-leclerc.com/fecamp;76259;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
2183;TOULON SAINT JEAN DU VAR;LECASUD;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;13:00;;;43.122974;5.946378;AVENUE FRANCOIS CUZIN QUARTIER ST JEAN DU VAR;83000;TOULON;04.98.00.98.20;04.98.00.98.21;15-08,01-11,11-11,25-12;www.e-leclerc.com/toulon-saint-jean-du-var;83137;N;N;Y;N;N;Y;N;N;N;N;N;Y;Y;N;Y;N;Y
1431;BLAGNAC;SOCAMIL;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;12:30;;;43.64396;1.371996;ALLEE EMILE ZOLA ZAC DU GRAND NOBLE;31715;BLAGNAC CEDEX;05.62.74.74.74;05.62.74.74.99;15-08,01-11,11-11,25-12;www.e-leclerc.com/blagnac;31069;N;Y;Y;N;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
1562;ANGRES;SCAPARTOIS;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;12:30;;;50.405712;2.756678;ROUTE DE SOUCHEZ;62143;ANGRES;03.21.45.04.12;;15-08,01-11,11-11,25-12;www.e-leclerc.com/angres;62032;N;N;Y;N;N;N;N;N;N;N;N;Y;N;N;Y;N;N
1335;SAINT MALO;SCAOUEST;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:30;09:00;;;20:00;;;;;48.65884;-1.970716;55 BOULEVARD DES DEPORTES;35400;SAINT MALO;02.99.19.97.97;02.99.19.97.80;01-11,11-11,25-12;www.e-leclerc.com/st-malo;35288;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;Y;N;Y;N;Y
1033;ARCACHON;SCASO;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;;;19:30;09:00;12:30;;;44.662575;-1.166788;BOULEVARD DE LA PLAGE;33120;ARCACHON;05.56.83.25.21;05.56.83.00.44;15-08,01-11,11-11,25-12;www.e-leclerc.com/arcachon;33009;N;N;Y;N;N;N;N;N;N;N;N;N;N;N;Y;N;Y
1391;Etampes;SCADIF;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;20:30;08:30;;;21:30;08:30;;;20:30;;;;;48.441757;2.136819;rue des Lys;91150;ETAMPES;01.60.81.16.91;01.60.81.16.92;25-12;www.e-leclerc.com/etampes;91223;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;Y;Y
1417;SAINT JEAN D'ANGELY;SCACHAP;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;09:00;;;20:00;;;;;45.945328;-0.505466;ZI DE LA SACRISTINERIE;17400;ST JEAN D'ANGELY;05.46.32.11.83;05.46.32.26.74;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-jean-dangely;17347;N;Y;Y;Y;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
1135;CLEUNAY;SOCAMAINE;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;;;;;48.10437;-1.713828;RUE JULES VALLES;35000;RENNES;02.23.40.23.23;02.23.40.24.50;25-12;www.e-leclerc.com/cleunay;35238;N;N;Y;N;N;Y;Y;N;N;N;N;Y;Y;N;Y;Y;Y
1138;SAINT CLAIR;SOCARA ;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:00;08:30;;;19:30;08:30;12:00;;;45.44095;4.773926;ROUTE DE CONDRIEU;38370;SAINT CLAIR DU RHONE;04.74.56.30.55;04.74.56.56.10;15-08,01-11,11-11,25-12;www.e-leclerc.com/st-clair;38378;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0895;OSNY;SCAPNOR;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;09:00;;;21:00;08:30;;;20:30;;;;;49.06577;2.090492;1 CHEMIN DES HAYETTES CD 915 LA CROIX SAINT SIMEON;95520;OSNY;01.30.30.12.26;01.30.30.35.23;25-12;www.e-leclerc.com/osny;95476;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0902;CHAMBRY;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;49.58934;3.647697;RUE DESCARTES;02000;CHAMBRY;03.23.27.77.30;03.23.27.77.40;15-08,01-11,25-12;www.e-leclerc.com/chambry;02157;Y;N;Y;Y;N;Y;N;N;N;N;Y;Y;Y;N;Y;N;Y
0877;PROVINS;SCAPEST;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;08:30;;;20:00;;;;;48.54756;3.292526;ZI AVENUE DE LA VOULZIE;77160;PROVINS;01.60.67.61.62;01.60.67.63.96;15-08,01-11,11-11,25-12;www.e-leclerc.com/provins;77379;N;N;Y;N;N;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
0879;PARTHENAY;SCACHAP;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;;;;;46.64903;-0.223482;RUE LEONARD DE VINCI;79200;PARTHENAY;05.49.64.58.88;05.49.64.34.50;15-08,01-11,11-11,25-12;www.e-leclerc.com/parthenay;79202;N;N;Y;N;Y;Y;N;N;N;N;Y;Y;N;N;Y;N;Y
1129;CARHAIX;SCARMOR;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;19:30;08:30;;;20:00;08:30;;;19:30;;;;;48.284;-3.561641;ROUTE DE CALLAC - ZONE ARTISANALE;29833;CARHAIX PLOUGUER CEDEX;02.98.99.31.90;02.98.99.42.83;15-08,01-11,25-12;www.e-leclerc.com/carhaix;29024;N;N;Y;N;N;Y;Y;N;N;N;Y;Y;N;N;Y;N;Y
